,0
25,"[5.06675345e-01 3.07629373e-04 9.97434182e-01 2.24767213e-03
 1.47207246e+00 3.83056477e-03 1.93268177e+00 5.84703738e-03
 2.37627776e+00 8.60316745e-03 2.80574275e+00 1.07980957e-02
 3.21918922e+00 1.36306557e-02 3.61651512e+00 1.61060655e-02
 3.99981205e+00 1.90150552e-02 4.36688640e+00 2.05721131e-02
 4.71993177e+00 2.25627510e-02 5.05586181e+00 2.42982646e-02
 5.37766084e+00 2.54725764e-02 5.68234454e+00 2.63917639e-02
 5.97190246e+00 2.68517755e-02 6.24434504e+00 2.70566628e-02
 6.49967227e+00 2.70064258e-02 6.73877692e+00 2.56042569e-02
 6.95987348e+00 2.50437714e-02 7.16375266e+00 2.32333798e-02
 7.34962375e+00 2.22646716e-02 7.51837950e+00 2.10408390e-02
 7.66902512e+00 1.96639080e-02 7.80166265e+00 1.91286604e-02
 7.91708281e+00 1.73435067e-02 8.01559168e+00 1.72927922e-02
 8.09797999e+00 1.68849276e-02 8.16524252e+00 1.60178870e-02
 8.21947086e+00 1.54824006e-02 8.34126782e+00 1.70642189e-02]"
26,"[ 7.18599584e-01 -2.76365019e-03  1.43133699e+00 -7.90108269e-03
  2.13833813e+00 -1.74083298e-02  2.83654600e+00 -3.04762504e-02
  3.52614947e+00 -5.00988930e-02  4.20508956e+00 -7.54041580e-02
  4.87336626e+00 -1.06392045e-01  5.52917242e+00 -1.46182520e-01
  6.17338014e+00 -1.92716592e-01  6.80505435e+00 -2.47055236e-01
  7.42519308e+00 -3.09135492e-01  8.03279830e+00 -3.79020320e-01
  8.62886804e+00 -4.56646761e-01  9.21346526e+00 -5.43012832e-01
  9.78640107e+00 -6.35124483e-01  1.03487994e+01 -7.34914789e-01
  1.09005973e+01 -8.41385733e-01  1.14417948e+01 -9.54537316e-01
  1.19733269e+01 -1.07330856e+00  1.24961917e+01 -1.19763652e+00
  1.30083301e+01 -1.32664908e+00  1.35107402e+01 -1.46028328e+00
  1.40034849e+01 -1.59953715e+00  1.44853774e+01 -1.74147960e+00
  1.49585395e+01 -1.88798073e+00  1.54209124e+01 -2.03816846e+00
  1.58714979e+01 -2.19210573e+00  1.63122921e+01 -2.34966664e+00
  1.67422341e+01 -2.50991612e+00  2.10060957e+01 -4.64470558e+00]"
27,"[4.62026107e-01 9.35955991e-04 9.15061359e-01 2.95103921e-03
 1.35808820e+00 4.05412326e-03 1.79212419e+00 6.23633454e-03
 2.21915165e+00 7.48015800e-03 2.63918818e+00 9.78551626e-03
 3.05123381e+00 1.31612055e-02 3.45727088e+00 1.55897108e-02
 3.85831694e+00 1.90621584e-02 4.25235448e+00 2.15962182e-02
 4.64140100e+00 2.51742204e-02 5.02444776e+00 2.88049999e-02
 5.40249471e+00 3.24797604e-02 5.77354193e+00 3.62160945e-02
 6.13859818e+00 4.10051671e-02 6.49664590e+00 4.48558519e-02
 6.84669393e+00 4.87769064e-02 7.18975103e+00 5.37594957e-02
 7.52279972e+00 5.78300859e-02 7.84585760e+00 6.29885995e-02
 8.15891586e+00 6.82350752e-02 8.45997458e+00 7.35871055e-02
 8.74902498e+00 7.80447290e-02 9.02408471e+00 8.36254608e-02
 9.28514498e+00 8.93293396e-02 9.53019707e+00 9.41739965e-02
 9.76025855e+00 1.00150558e-01 9.97431184e+00 1.05267897e-01
 1.01713658e+01 1.10534773e-01 1.13397164e+01 1.45259055e-01]"
28,"[ 3.60138590e-01  4.42741427e-04  7.13309119e-01 -3.17068223e-04
  1.06042418e+00  7.48305574e-04  1.40057118e+00  6.11128294e-04
  1.73369213e+00  1.27055900e-03  2.05781686e+00  1.66902628e-03
  2.37291638e+00  2.80610968e-03  2.68004825e+00  2.71164606e-03
  2.97712635e+00  4.32638215e-03  3.26523722e+00  4.68057529e-03
  3.54332330e+00  5.74438861e-03  3.81138459e+00  7.51782210e-03
  4.07047866e+00  8.03071265e-03  4.31854836e+00  9.22422743e-03
  4.55762184e+00  1.01567788e-02  4.78767011e+00  1.18279463e-02
  5.00775158e+00  1.22095749e-02  5.21780826e+00  1.33008237e-02
  5.41986831e+00  1.41601049e-02  5.61293214e+00  1.47584228e-02
  5.79799933e+00  1.51247732e-02  5.97506989e+00  1.52591561e-02
  6.14611397e+00  1.62191429e-02  6.31018999e+00  1.59765787e-02
  6.46923912e+00  1.65886143e-02  6.62329035e+00  1.70556702e-02
  6.77434285e+00  1.74357383e-02  6.92139702e+00  1.76998227e-02
  7.06745162e+00  1.79349111e-02  8.73605509e+00  2.13190525e-02]"
29,"[ 5.81660273e-01  5.72140227e-04  1.14194587e+00  7.93166031e-04
  1.68398358e+00  1.13549916e-03  2.20580285e+00  1.94104463e-03
  2.70740368e+00  3.20980243e-03  3.19075663e+00  4.59986756e-03
  3.65372017e+00  5.46786576e-03  4.09959207e+00  7.27149805e-03
  4.52837231e+00  1.00107644e-02  4.93971900e+00  1.17151063e-02
  5.33692987e+00  1.38422248e-02  5.71901964e+00  1.65630724e-02
  6.08877321e+00  1.83795122e-02  6.44537624e+00  2.04477761e-02
  6.79178458e+00  2.22550065e-02  7.12701293e+00  2.39721560e-02
  7.45204659e+00  2.54282720e-02  7.76671460e+00  2.56380753e-02
  8.07118791e+00  2.55868451e-02  8.36332501e+00  2.46312072e-02
  8.64428214e+00  2.35854883e-02  8.91191778e+00  2.18063142e-02
  9.16507570e+00  1.84793581e-02  9.40294157e+00  1.47608519e-02
  9.62453011e+00  1.08217479e-02  9.82885605e+00  6.83299879e-03
  1.00157484e+01  1.80932520e-03  1.01843929e+01 -3.09304107e-03
  1.03356039e+01 -9.03033179e-03  1.10642013e+01 -3.90274640e-02]"
30,"[ 7.71899740e-01 -2.18885743e-03  1.52793657e+00 -6.46772510e-03
  2.26824112e+00 -1.38280348e-02  2.98957784e+00 -2.26787998e-02
  3.69220798e+00 -3.50028838e-02  4.37388743e+00 -4.90786744e-02
  5.03487744e+00 -6.68890352e-02  5.67491676e+00 -8.64511027e-02
  6.29314457e+00 -1.08886934e-01  6.89154376e+00 -1.33935279e-01
  7.46912287e+00 -1.61726761e-01  8.02674272e+00 -1.91139325e-01
  8.56552537e+00 -2.23033776e-01  9.08547082e+00 -2.57410114e-01
  9.58743987e+00 -2.93146282e-01  1.00716938e+01 -3.32225143e-01
  1.05398235e+01 -3.71411151e-01  1.09902381e+01 -4.13939852e-01
  1.14256506e+01 -4.57436506e-01  1.18440781e+01 -5.02162364e-01
  1.22455207e+01 -5.48117426e-01  1.26319612e+01 -5.95040441e-01
  1.30002946e+01 -6.42331854e-01  1.33525039e+01 -6.89730414e-01
  1.36874669e+01 -7.36375314e-01  1.40043230e+01 -7.83388612e-01
  1.43028108e+01 -8.28787445e-01  1.45829302e+01 -8.72571812e-01
  1.48435594e+01 -9.13880908e-01  1.64687796e+01 -1.16876942e+00]"
31,"[5.91917533e-01 1.90619353e-03 1.17678828e+00 4.39788663e-03
 1.75261572e+00 7.35714775e-03 2.31834263e+00 1.17232711e-02
 2.87203146e+00 1.63800652e-02 3.41374116e+00 2.03292699e-02
 3.94135729e+00 2.54494738e-02 4.45493882e+00 3.07424169e-02
 4.95448574e+00 3.62080990e-02 5.44005702e+00 4.08482603e-02
 5.91053647e+00 4.66004550e-02 6.36803854e+00 5.15860946e-02
 6.81056671e+00 5.56872475e-02 7.24099783e+00 6.10773312e-02
 7.65645505e+00 6.55829282e-02 8.05981521e+00 7.13774558e-02
 8.44919974e+00 7.63464627e-02 8.82554792e+00 8.15471744e-02
 9.18686323e+00 8.68616595e-02 9.53514220e+00 9.24078495e-02
 9.86832934e+00 9.90660729e-02 1.01864836e+01 1.05838070e-01
 1.04896640e+01 1.11725580e-01 1.07757560e+01 1.18607192e-01
 1.10458169e+01 1.25543611e-01 1.12978501e+01 1.32416907e-01
 1.15338523e+01 1.39345010e-01 1.17508874e+01 1.45152763e-01
 1.19508343e+01 1.51954618e-01 1.31424744e+01 1.76262898e-01]"
32,"[5.28268855e-01 3.00278921e-03 1.04666280e+00 7.87271051e-03
 1.55609095e+00 1.35264705e-02 2.05464798e+00 2.11344558e-02
 2.54125062e+00 2.97875595e-02 3.01797834e+00 4.03077952e-02
 3.48166837e+00 5.09640422e-02 3.93249490e+00 6.37487009e-02
 4.37028372e+00 7.66693709e-02 4.79611815e+00 9.06351593e-02
 5.20692247e+00 1.04911145e-01 5.60269671e+00 1.19497329e-01
 5.98434995e+00 1.33310417e-01 6.34898070e+00 1.47607889e-01
 6.69758515e+00 1.62302653e-01 7.02799672e+00 1.75576493e-01
 7.34030250e+00 1.88425610e-01 7.63251009e+00 2.01024190e-01
 7.90552860e+00 2.12288941e-01 8.15944512e+00 2.23216062e-01
 8.39218015e+00 2.32983540e-01 8.60472990e+00 2.41504281e-01
 8.79718146e+00 2.49774486e-01 8.97044394e+00 2.56710860e-01
 9.12659683e+00 2.63135419e-01 9.26464393e+00 2.69135255e-01
 9.38748675e+00 2.73452888e-01 9.49729188e+00 2.77906532e-01
 9.59605170e+00 2.82322002e-01 1.06548157e+01 3.25274079e-01]"
33,"[ 4.11820588e-01 -8.96187304e-04  8.11602533e-01 -1.52578065e-03
  1.19940680e+00 -2.88692013e-03  1.57523338e+00 -4.97960572e-03
  1.93702504e+00 -6.92762171e-03  2.28677806e+00 -8.60904375e-03
  2.62355525e+00 -1.10829741e-02  2.94829381e+00 -1.32903105e-02
  3.25899744e+00 -1.53529773e-02  3.55872152e+00 -1.80862280e-02
  3.84540883e+00 -2.06138469e-02  4.12105563e+00 -2.28139098e-02
  4.38466379e+00 -2.47473786e-02  4.63723145e+00 -2.63532914e-02
  4.87975674e+00 -2.75706858e-02  5.11030435e+00 -2.95196263e-02
  5.33074864e+00 -3.00819085e-02  5.53921525e+00 -3.13757368e-02
  5.73763949e+00 -3.22810468e-02  5.92502323e+00 -3.28588006e-02
  6.10236461e+00 -3.30480362e-02  6.26766734e+00 -3.29706777e-02
  6.42292772e+00 -3.25048010e-02  6.56720855e+00 -3.27095082e-02
  6.70144701e+00 -3.25256971e-02  6.82664126e+00 -3.18924056e-02
  6.94185410e+00 -3.18687358e-02  7.04902086e+00 -3.13346233e-02
  7.14820250e+00 -3.12882083e-02  8.02299267e+00 -3.39640722e-02]"
34,"[ 6.12293595e-01 -1.24649863e-03  1.20856492e+00 -1.95735270e-03
  1.78684382e+00 -3.19013361e-03  2.34713028e+00 -4.94484135e-03
  2.88945331e+00 -8.22105546e-03  3.41175575e+00 -1.10776087e-02
  3.91509517e+00 -1.54846643e-02  4.39741443e+00 -1.95010550e-02
  4.86077068e+00 -2.50679480e-02  5.30410634e+00 -3.02151802e-02
  5.72745041e+00 -3.59423311e-02  6.13077389e+00 -4.12498211e-02
  6.51413477e+00 -4.81368094e-02  6.87844566e+00 -5.35755614e-02
  7.22176537e+00 -5.96232281e-02  7.54706366e+00 -6.51932421e-02
  7.85134178e+00 -7.03725911e-02  8.13659889e+00 -7.51032834e-02
  8.40286399e+00 -8.03848985e-02  8.65107867e+00 -8.41892814e-02
  8.87930176e+00 -8.85735829e-02  9.09050300e+00 -9.24512359e-02
  9.28468239e+00 -9.58222402e-02  9.46084036e+00 -9.87155918e-02
  9.62300421e+00 -1.02014887e-01  9.77014537e+00 -1.04749541e-01
  9.90326342e+00 -1.06890559e-01  1.00263857e+01 -1.09321536e-01
  1.01394831e+01 -1.11042893e-01  1.12345309e+01 -1.31299475e-01]"
35,"[ 4.94365146e-01  3.19490059e-04  9.66708218e-01  4.71015538e-04
  1.41602993e+00  4.92363766e-04  1.84229249e+00 -6.15751062e-04
  2.24453441e+00 -1.81625581e-03  2.62371717e+00 -4.14622362e-03
  2.97887929e+00 -6.56858135e-03  3.31102006e+00 -9.12111633e-03
  3.61914017e+00 -1.17660412e-02  3.90423892e+00 -1.45411434e-02
  4.16631631e+00 -1.74464228e-02  4.40733313e+00 -2.15567399e-02
  4.62636566e+00 -2.48357358e-02  4.82641175e+00 -2.73967725e-02
  5.00543506e+00 -3.01635610e-02  5.16743272e+00 -3.32872508e-02
  5.31044396e+00 -3.56929813e-02  5.43842811e+00 -3.85311878e-02
  5.54946220e+00 -3.97277238e-02  5.64746778e+00 -4.14323104e-02
  5.73144558e+00 -4.36071602e-02  5.80346973e+00 -4.43292762e-02
  5.86546324e+00 -4.56728048e-02  5.91646460e+00 -4.66006727e-02
  5.95947168e+00 -4.72262420e-02  5.99448447e+00 -4.75495127e-02
  6.02446304e+00 -4.86831325e-02  6.04848369e+00 -4.85907426e-02
  6.06846941e+00 -4.93464892e-02  6.23749986e+00 -5.17354045e-02]"
36,"[ 6.13035655e-01 -5.31845296e-03  1.21220432e+00 -1.42015421e-02
  1.79768581e+00 -2.56655666e-02  2.36965994e+00 -3.87268257e-02
  2.92794689e+00 -5.43690201e-02  3.47156297e+00 -7.24123369e-02
  4.00068798e+00 -9.18730752e-02  4.51550175e+00 -1.11767534e-01
  5.01466093e+00 -1.33883303e-01  5.49932905e+00 -1.57416493e-01
  5.96870223e+00 -1.81203591e-01  6.42063323e+00 -2.05868671e-01
  6.85628558e+00 -2.30607847e-01  7.27529966e+00 -2.57388519e-01
  7.67508398e+00 -2.83703846e-01  8.05742614e+00 -3.10897156e-01
  8.42053854e+00 -3.37625123e-01  8.76406156e+00 -3.65855146e-01
  9.08853464e+00 -3.92636125e-01  9.39243464e+00 -4.20739348e-01
  9.67630099e+00 -4.47213713e-01  9.94075778e+00 -4.74206435e-01
  1.01850011e+01 -5.00554000e-01  1.04111782e+01 -5.25632333e-01
  1.06202728e+01 -5.49621247e-01  1.08111213e+01 -5.73324630e-01
  1.09862305e+01 -5.94151005e-01  1.11462247e+01 -6.14247587e-01
  1.12932509e+01 -6.32990301e-01  1.21910628e+01 -7.43225277e-01]"
37,"[ 4.84132441e-01 -5.36466510e-03  9.38497070e-01 -1.26984312e-02
  1.36506479e+00 -2.23412325e-02  1.76203466e+00 -3.29676850e-02
  2.13137758e+00 -4.49177231e-02  2.47227808e+00 -5.70359298e-02
  2.78670705e+00 -6.96622395e-02  3.07367904e+00 -8.26266849e-02
  3.33632037e+00 -9.54537179e-02  3.57660193e+00 -1.08483273e-01
  3.79370825e+00 -1.20559932e-01  3.99059568e+00 -1.32193598e-01
  4.16841962e+00 -1.42568788e-01  4.32915099e+00 -1.52025436e-01
  4.47459070e+00 -1.61888925e-01  4.60524868e+00 -1.69202908e-01
  4.72258590e+00 -1.77263667e-01  4.82809773e+00 -1.83284820e-01
  4.92341512e+00 -1.89577201e-01  5.00870806e+00 -1.95155361e-01
  5.08611739e+00 -1.99373783e-01  5.15530319e+00 -2.04203368e-01
  5.21956174e+00 -2.08183117e-01  5.27987850e+00 -2.11482998e-01
  5.33706893e+00 -2.15258426e-01  5.39228847e+00 -2.18693921e-01
  5.44849346e+00 -2.22299383e-01  5.50683931e+00 -2.25259329e-01
  5.56895700e+00 -2.29884593e-01  6.94628478e+00 -3.22330169e-01]"
38,"[ 2.15556530e-01 -6.18248257e-04  4.20915831e-01 -1.36498059e-03
  6.16077902e-01 -2.24019698e-03  8.00858997e-01 -4.22687115e-03
  9.78575530e-01 -5.91029469e-03  1.14707781e+00 -7.90594863e-03
  1.30949850e+00 -9.78209827e-03  1.46682057e+00 -1.17224900e-02
  1.61886028e+00 -1.47100974e-02  1.76795107e+00 -1.71464658e-02
  1.91507592e+00 -1.92153415e-02  2.06201702e+00 -2.22671910e-02
  2.20779139e+00 -2.61182678e-02  2.35571546e+00 -2.93538636e-02
  2.50462251e+00 -3.27732057e-02  2.65746145e+00 -3.69275331e-02
  2.81343306e+00 -4.06501258e-02  2.97431953e+00 -4.52914502e-02
  3.14012088e+00 -5.08515063e-02  3.31102084e+00 -5.63473203e-02
  3.48800238e+00 -6.19626386e-02  3.67088177e+00 -6.86804349e-02
  3.85965901e+00 -7.65007092e-02  4.05353485e+00 -8.42567415e-02
  4.25330854e+00 -9.31152518e-02  4.45818085e+00 -1.01909520e-01
  4.66698504e+00 -1.11438774e-01  4.87953739e+00 -1.22685986e-01
  5.09423943e+00 -1.33317718e-01  7.28372043e+00 -2.62831970e-01]"
39,"[ 5.57055509e-01  1.46969989e-03  1.10212975e+00  1.73555410e-03
  1.63617158e+00  3.81412832e-03  2.15721530e+00  5.67171319e-03
  2.66626074e+00  7.32530789e-03  3.16329092e+00  9.77476791e-03
  3.64830584e+00  1.30200933e-02  4.12133948e+00  1.50615729e-02
  4.58435758e+00  1.79329163e-02  5.03736012e+00  2.16341234e-02
  5.48138096e+00  2.41824823e-02  5.91740295e+00  2.65948478e-02
  6.34542610e+00  2.88712198e-02  6.76745012e+00  3.10455967e-02
  7.18347501e+00  3.31179786e-02  7.59351776e+00  3.40885099e-02
  7.99856123e+00  3.49740452e-02  8.39860543e+00  3.57745847e-02
  8.79466720e+00  3.55072719e-02  9.18572970e+00  3.51549632e-02
  9.57180992e+00  3.37178031e-02  9.95389071e+00  3.22126463e-02
  1.03309892e+01  2.96226381e-02  1.07040883e+01  2.69646331e-02
  1.10722051e+01  2.32217768e-02  1.14363225e+01  1.94109237e-02
  1.17954407e+01  1.55150747e-02  1.21485596e+01  1.15172306e-02
  1.24976962e+01  6.45153429e-03  1.58507588e+01 -2.75540612e-02]"
40,"[ 9.57747414e-01 -1.08116281e-02  1.90216457e+00 -3.09669286e-02
  2.83338169e+00 -5.94744169e-02  3.74842432e+00 -9.59434274e-02
  4.64841416e+00 -1.39512697e-01  5.53037677e+00 -1.89791561e-01
  6.39332065e+00 -2.46649797e-01  7.23737602e+00 -3.09095920e-01
  8.06042971e+00 -3.77860971e-01  8.86188088e+00 -4.49840275e-01
  9.64159932e+00 -5.26025316e-01  1.03966106e+01 -6.06025428e-01
  1.11290278e+01 -6.89109571e-01  1.18368681e+01 -7.75017300e-01
  1.25191399e+01 -8.63618395e-01  1.31759735e+01 -9.53921370e-01
  1.38083604e+01 -1.04605645e+00  1.44131958e+01 -1.14062444e+00
  1.49928534e+01 -1.23491135e+00  1.55459511e+01 -1.33176140e+00
  1.60718881e+01 -1.42806992e+00  1.65713953e+01 -1.52595010e+00
  1.70448635e+01 -1.62242748e+00  1.74900492e+01 -1.71922459e+00
  1.79091959e+01 -1.81461891e+00  1.83013120e+01 -1.90848020e+00
  1.86675193e+01 -1.99994722e+00  1.90068263e+01 -2.08888973e+00
  1.93213461e+01 -2.17457670e+00  2.14757316e+01 -2.87307236e+00]"
41,"[4.96323061e-01 1.84910784e-03 9.84612532e-01 4.37750111e-03
 1.46590760e+00 6.62596904e-03 1.93916908e+00 9.55372240e-03
 2.40443696e+00 1.21615611e-02 2.86366965e+00 1.55286639e-02
 3.31386955e+00 1.95350628e-02 3.75703506e+00 2.42607364e-02
 4.19220696e+00 2.86664954e-02 4.61934528e+00 3.37515398e-02
 5.03649160e+00 3.84366909e-02 5.44460512e+00 4.37611381e-02
 5.84168746e+00 4.96449027e-02 6.22877779e+00 5.51287740e-02
 6.60383774e+00 6.11319733e-02 6.96686729e+00 6.76545008e-02
 7.31690724e+00 7.36571669e-02 7.65391761e+00 8.01391718e-02
 7.97689918e+00 8.70605261e-02 8.28589195e+00 9.34220297e-02
 8.57985672e+00 1.00182893e-01 8.85979271e+00 1.07383107e-01
 9.12573990e+00 1.14023469e-01 9.37769828e+00 1.20103981e-01
 9.61462867e+00 1.26583853e-01 9.83856947e+00 1.32543863e-01
 1.00495207e+01 1.37984012e-01 1.02484415e+01 1.43943490e-01
 1.04353719e+01 1.49423095e-01 1.20789366e+01 1.93183158e-01]"
42,"[ 3.77084592e-01 -4.58902710e-04  7.40171984e-01 -1.19778675e-03
  1.08826238e+00 -2.23665080e-03  1.42035597e+00 -3.59549351e-03
  1.73645276e+00 -5.27431489e-03  2.03655275e+00 -7.27311493e-03
  2.31965614e+00 -9.61189231e-03  2.58776253e+00 -1.22506497e-02
  2.83985212e+00 -1.42095857e-02  3.07696472e+00 -1.74683018e-02
  3.30105991e+00 -1.99872005e-02  3.51115790e+00 -2.27860805e-02
  3.71025809e+00 -2.58049459e-02  3.89934028e+00 -2.80239979e-02
  4.07844448e+00 -3.14428366e-02  4.24955027e+00 -3.50216647e-02
  4.41463726e+00 -3.77206847e-02  4.57474525e+00 -4.15194981e-02
  4.73083405e+00 -4.43985061e-02  4.88494324e+00 -4.83173115e-02
  5.03703283e+00 -5.12763142e-02  5.18814262e+00 -5.52551156e-02
  5.34125201e+00 -5.91939196e-02  5.49536121e+00 -6.31127250e-02
  5.65246980e+00 -6.69715344e-02  5.81257779e+00 -7.07703478e-02
  5.97770478e+00 -7.54689678e-02  6.14783077e+00 -8.00675945e-02
  6.32395556e+00 -8.45462292e-02  8.72369583e+00 -1.47567227e-01]"
43,"[5.76934065e-01 3.47631970e-03 1.13893897e+00 8.71904831e-03
 1.68596354e+00 1.47294964e-02 2.21706025e+00 2.25575348e-02
 2.73117925e+00 3.12556553e-02 3.22832053e+00 4.08238578e-02
 3.70753657e+00 5.23120133e-02 4.16872503e+00 6.37227427e-02
 4.61193709e+00 7.60547356e-02 5.03612286e+00 8.83604838e-02
 5.44133353e+00 1.01638677e-01 5.82751792e+00 1.14890625e-01
 6.19367735e+00 1.28167510e-01 6.53981180e+00 1.41469332e-01
 6.86592129e+00 1.54796090e-01 7.17195463e+00 1.67149096e-01
 7.45696431e+00 1.79578219e-01 7.72189783e+00 1.91033590e-01
 7.96775390e+00 2.01464027e-01 8.19358500e+00 2.11919400e-01
 8.39939113e+00 2.22399710e-01 8.58706731e+00 2.30805216e-01
 8.75776577e+00 2.40080803e-01 8.91033427e+00 2.47281586e-01
 9.04687256e+00 2.54302580e-01 9.16738065e+00 2.61143786e-01
 9.27385590e+00 2.67702841e-01 9.36724582e+00 2.72929873e-01
 9.44660291e+00 2.77874755e-01 9.79629643e+00 3.02008616e-01]"
44,"[ 0.42907319 -0.00531014  0.8438426  -0.01125431  1.24134988 -0.01733444
  1.62224908 -0.02568879  1.9839139  -0.03384705  2.32634434 -0.04180922
  2.6472361  -0.0512155   2.94790736 -0.06025966  3.22638586 -0.06860965
  3.48349171 -0.07741763  3.71840482 -0.08553145  3.93309741 -0.09328315
  4.12543124 -0.10132682  4.2986967  -0.10818827  4.45272778 -0.11485362
  4.58966274 -0.12066882  4.70933556 -0.12661997  4.81405053 -0.13106688
  4.9034756  -0.1359818   4.98090119 -0.13989055  5.04534117 -0.14262712
  5.09958788 -0.14567568  5.14479348 -0.14821615  5.17997184 -0.15008251
  5.20906744 -0.15193884  5.23027407 -0.15246697  5.25525916 -0.15464533
  5.25525916 -0.15464533  5.25525916 -0.15464533  5.25525916 -0.15464533]"
45,"[7.58100420e-01 3.70843233e-03 1.49594081e+00 1.12288492e-02
 2.21269981e+00 1.95075047e-02 2.90726123e+00 3.04819532e-02
 3.57874473e+00 4.20967088e-02 4.22609310e+00 5.52910659e-02
 4.84836704e+00 6.90077985e-02 5.44656480e+00 8.33058725e-02
 6.01974710e+00 9.71280621e-02 6.56885323e+00 1.11531593e-01
 7.09394215e+00 1.25518206e-01 7.59495490e+00 1.40086159e-01
 8.07300766e+00 1.53297900e-01 8.52804149e+00 1.66151688e-01
 8.95911707e+00 1.77590298e-01 9.36911126e+00 1.89787146e-01
 9.75614547e+00 2.00627781e-01 1.01212180e+01 2.10171169e-01
 1.04642698e+01 2.19415571e-01 1.07853599e+01 2.27362725e-01
 1.10854275e+01 2.35069857e-01 1.13645317e+01 2.41538709e-01
 1.16236707e+01 2.46828245e-01 1.18617873e+01 2.51877760e-01
 1.20798797e+01 2.56746219e-01 1.22780069e+01 2.60435362e-01
 1.24581065e+01 2.64061382e-01 1.26202373e+01 2.66626018e-01
 1.27653388e+01 2.69186495e-01 1.35056433e+01 2.85868149e-01]"
46,"[2.07152114e-01 1.00092371e-03 3.95315077e-01 2.64385540e-03
 5.64421310e-01 2.92993714e-03 7.14538393e-01 3.85802687e-03
 8.46665755e-01 5.39433468e-03 9.60735816e-01 5.54000265e-03
 1.05781558e+00 6.26009881e-03 1.13990392e+00 7.48704338e-03
 1.20693324e+00 7.22197843e-03 1.26100377e+00 8.39561105e-03
 1.30301358e+00 7.97586449e-03 1.33502910e+00 7.89401685e-03
 1.35804975e+00 8.11627826e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03
 1.38007098e+00 8.37232956e-03 1.38007098e+00 8.37232956e-03]"
47,"[4.53546374e-01 8.28781225e-04 8.96938960e-01 7.08562979e-04
 1.33038579e+00 1.62849668e-03 1.75179369e+00 2.80203701e-03
 2.16325584e+00 5.01572928e-03 2.56466822e+00 7.27499779e-03
 2.95404167e+00 9.78787293e-03 3.33247479e+00 1.34449152e-02
 3.69986356e+00 1.72515489e-02 4.05631200e+00 2.22023498e-02
 4.40182011e+00 2.82973178e-02 4.73528929e+00 3.46458924e-02
 5.05682356e+00 4.22426493e-02 5.36741751e+00 5.09835734e-02
 5.66597252e+00 5.99781042e-02 5.95259263e+00 7.02208172e-02
 6.22717382e+00 8.07171369e-02 6.48982009e+00 9.24616389e-02
 6.74152604e+00 1.05350308e-01 6.98119306e+00 1.18492584e-01
 7.20981573e+00 1.31784451e-01 7.42749807e+00 1.46220485e-01
 7.63424008e+00 1.61800687e-01 7.83093231e+00 1.77426465e-01
 8.01757477e+00 1.93097819e-01 8.19416746e+00 2.08814749e-01
 8.36180897e+00 2.25467816e-01 8.52238443e+00 2.41854413e-01
 8.67390470e+00 2.58182572e-01 9.95146221e+00 4.37268594e-01]"
48,"[ 0.5025586   0.02144418  0.99599675  0.04958295  1.48031446  0.08441629
  1.95353483  0.12564099  2.4158095   0.17226859  2.86630163  0.22315904
  3.30402279  0.27816073  3.72813616  0.33613361  4.13879334  0.39608922
  4.53401747  0.45772433  4.91510022  0.5192137   5.28188996  0.58154574
  5.63286467  0.64145192  5.97068644  0.70136397  6.29269318  0.75885014
  6.60169859  0.81535374  6.89701747  0.86874626  7.18047507  0.92031938
  7.45024614  0.96878143  7.70914438  1.0155757   7.95534452  1.05941051
  8.19166026  1.10172915  8.41527792  1.14108834  8.62817435  1.17779131
  8.83019795  1.21282649  9.0205119   1.24505383  9.19797614  1.27531015
  9.36373072  1.30275863  9.51777564  1.32739928 10.38319367  1.46318082]"
